label,content,content_de
fear,"And now the two sat down to the table together, but the miller""s wife was frightened to death, and went to bed and took all the keys with her.","Und nun setzten sich die beiden zusammen an den Tisch, aber die Müllerin erschrak zu Tode und ging zu Bett und nahm alle Schlüssel mit sich."
joy,"As he jogged along over the fields, singing and dancing, a little dwarf met him, and asked him what made him so merry.","Als er singend und tanzend über die Felder joggte, kam ihm ein kleiner Zwerg entgegen und fragte ihn, was ihn so lustig mache."
joy,"""Why, what should make me down-hearted?"" said he; ""I am sound in health and rich in purse, what should I care for?","""Warum, was sollte mich niedergeschlagen machen?"" sagte er; „Ich bin gesund und reich an Geldbeutel, was soll ich beachten?"
joy,"Then the countryman rejoiced at his good luck, and said, ""I like many things better than money: first, I will have a bow that will bring down everything I shoot at; secondly, a fiddle that will set everyone dancing that hears me play upon it; and thirdly, I should like that everyone should grant what I ask.""","Da freute sich der Landsmann über sein Glück und sagte: „Ich mag vieles lieber als Geld: erstens will ich einen Bogen haben, der alles zu Fall bringt, worauf ich schieße; zweitens eine Geige, die alle zum Tanzen bringt, die mich spielen hören darauf; und drittens möchte ich, dass jeder erfüllt, was ich verlange.“"
joy,"Our honest friend journeyed on his way too; and if he was merry before, he was now ten times more so.","Auch unser ehrlicher Freund machte sich auf den Weg; und wenn er früher fröhlich war, so war er es jetzt zehnmal mehr."
joy,"""Oh, what a pretty bird!"" said the miser; ""I would give a great deal of money to have such a one.""","""Oh, was für ein hübscher Vogel!"" sagte der Geizhals; ""Ich würde viel Geld dafür geben, so einen zu haben."""
joy,"So he took the purse, put up his fiddle, and travelled on very pleased with his bargain.","Also nahm er den Geldbeutel, legte seine Geige hoch und reiste sehr zufrieden mit seinem Geschäft weiter."
fear,"Then the miser said, ""Bind me fast, bind me fast, for pity""s sake.""","Da sagte der Geizhals: ""Binde mich fest, binde mich fest, um Himmels willen."""
fear,"But the sausage remained so long away, that they became uneasy, and the bird flew out to meet him.","Aber die Wurst blieb so lange weg, dass sie unruhig wurden und der Vogel ihm entgegen flog."
sadness,"He picked up the wood, and flew sadly home, and told the mouse all he had seen and heard.","Er hob das Holz auf und flog traurig nach Hause und erzählte der Maus alles, was er gesehen und gehört hatte."
sadness,"They were both very unhappy, but agreed to make the best of things and to remain with one another.","Sie waren beide sehr unglücklich, einigten sich aber darauf, das Beste daraus zu machen und beieinander zu bleiben."
sadness,And he used to look towards the table with his eyes full of tears.,Und er schaute immer mit Tränen in den Augen zum Tisch.
sadness,"The man and his wife looked at each other for a while, and presently began to cry.",Der Mann und seine Frau sahen sich eine Weile an und fingen sofort an zu weinen.
joy,"Then she went to the king, and told him the joyful tidings, and when the time was come she gave birth to a son, and the king was filled with gladness.","Dann ging sie zum König und verkündete ihm die frohe Botschaft, und als die Zeit gekommen war, gebar sie einen Sohn, und der König war voller Freude."
fear,"The cook, however, thought to himself: ""If the child has the power of wishing, and I am here, he might very easily get me into trouble.""","Der Koch aber dachte bei sich: ""Wenn das Kind die Kraft des Wünschens hat und ich hier bin, kann es mich sehr leicht in Schwierigkeiten bringen."""
joy,"The two played together, and loved each other with all their hearts, and the old cook went out hunting like a nobleman.","Die beiden spielten zusammen und liebten sich von ganzem Herzen, und der alte Koch ging wie ein Edelmann auf die Jagd."
fear,"The thought occurred to him, however, that the king""s son might some day wish to be with his father, and thus bring him into great peril.","Ihm kam jedoch der Gedanke, dass der Sohn des Königs eines Tages bei seinem Vater sein möchte und ihn dadurch in große Gefahr bringen könnte."
joy,"Now the king felt great joy at this, and commanded that his entire household should eat with him next day, and made a great feast.","Nun freute sich der König sehr und befahl, dass sein ganzes Haus am nächsten Tag mit ihm essen sollte, und machte ein großes Festmahl."
sadness,"Whilst he was sitting there, he thought of his dearest mother, and wished that one of the king""s principal servants would begin to speak of her, and would ask how it was faring with the queen in the tower, and if she were alive still, or had perished.","Während er dasaß, dachte er an seine liebste Mutter und wünschte, einer der obersten Diener des Königs möge von ihr sprechen und fragen, wie es der Königin im Turm gehe und ob sie lebe noch, oder war umgekommen."
joy,"The son said: ""Most gracious father, I will show her to you in the form of a beautiful flower,"" and he thrust his hand into his pocket and brought forth the pink, and placed it on the royal table, and it was so beautiful that the king had never seen one to equal it.","Der Sohn sagte: ""Gnädigster Vater, ich will sie dir in Form einer schönen Blume zeigen"", und er steckte seine Hand in seine Tasche und holte die Rosa hervor und legte sie auf den königlichen Tisch, und so war es schön, dass der König noch nie einen gesehen hatte, der ihm ebenbürtig war."
joy,"She lived three days more, and then died happily, and when she was buried, the two white doves which had brought her food to the tower, and were angels of heaven, followed her body and seated themselves on her grave.","Sie lebte noch drei Tage und starb dann glücklich, und als sie begraben wurde, folgten die zwei weißen Tauben, die ihre Nahrung zum Turm gebracht hatten und Engel des Himmels waren, ihrem Körper und setzten sich auf ihr Grab."
sadness,"The aged king ordered the cook to be torn in four pieces, but grief consumed the king""s own heart, and he soon died.","Der alte König befahl, den Koch in vier Stücke zu reißen, aber die Trauer verzehrte das Herz des Königs und er starb bald darauf."
sadness,"At last came the little dwarf""s turn; and he looked in the moss; but it was so hard to find the pearls, and the job was so tiresome!--so he sat down upon a stone and cried.","Endlich kam der kleine Zwerg an die Reihe, und er suchte im Moos, aber es war so schwer, die Perlen zu finden, und die Arbeit war so mühsam! – also setzte er sich auf einen Stein und weinte."
sadness,"She was sadder than ever as she drove along, and said mournfully, ""I know he has fallen asleep, and will not be able to set me free.""","Sie war trauriger denn je, als sie weiterfuhr, und sagte traurig: ""Ich weiß, dass er eingeschlafen ist und mich nicht befreien kann."""
sadness,"She found him sleeping heavily, and all her efforts to awaken him were of no avail.","Sie fand ihn schwer schlafend vor, und alle ihre Bemühungen, ihn zu wecken, waren erfolglos."
sadness,"When the man awoke and found that he had been sleeping, he was grieved at heart, and said, ""She has no doubt been here and driven away again, and it is now too late for me to save her.""","Als der Mann aufwachte und feststellte, dass er geschlafen hatte, war er tief betrübt und sagte: ""Sie ist zweifellos hier gewesen und wieder weggefahren, und jetzt ist es für mich zu spät, sie zu retten."""
surprise,"He found that the light came from a house which looked smaller than it really was, from the contrast of its height with that of an immense giant who stood in front of it.","Er stellte fest, dass das Licht von einem Haus kam, das kleiner aussah, als es wirklich war, aufgrund des Kontrasts seiner Höhe zu der eines riesigen Riesen, der davor stand."
fear,"He thought to himself, ""If the giant sees me going in, my life will not be worth much.""","Er dachte bei sich: ""Wenn mich der Riese hineingehen sieht, wird mein Leben nicht viel wert sein."""
fear,"However, after a while he summoned up courage and went forward.",Doch nach einer Weile fasste er Mut und ging weiter.
fear,"""I would rather you let that alone,"" said the man, ""for I do not willingly give myself up to be eaten; if you are wanting food I have enough to satisfy your hunger.""","„Das würde ich lieber lassen,“ sagte der Mann, „denn ich gebe mich nicht gern zum Fressen her;"
joy,"The giant was pleased with the good cheer, and ate and drank to his heart""s content.",Der Riese freute sich über die gute Laune und aß und trank nach Herzenslust.
sadness,"Then he fetched other older maps, and they went on looking for the castle until at last they found it, but it was many thousand miles away.","Dann holte er andere ältere Karten, und sie suchten weiter nach dem Schloß, bis sie es endlich fanden, aber es war viele tausend Meilen entfernt."
sadness,"""How shall I be able to get there?"" asked the man.","""Wie soll ich dahin kommen?"" fragte der Mann."
sadness,"When he saw that it was impossible to reach her, he was greatly grieved, and said to himself, ""I will remain here and wait for her,"" so he built himself a little hut, and there he sat and watched for a whole year, and every day he saw the king""s daughter driving round her castle, but still was unable to get nearer to her.","Als er sah, dass es unmöglich war, sie zu erreichen, war er sehr betrübt und sagte sich: ""Ich werde hier bleiben und auf sie warten"", also baute er sich eine kleine Hütte, und dort saß er und wartete ein ganzes Jahr lang , und jeden Tag sah er die Königstochter um ihr Schloss herumfahren, konnte ihr aber dennoch nicht näher kommen."
joy,"When therefore she came to the castle gate she saw him, and cried aloud for joy.","Als sie nun zum Burgtor kam, sah sie ihn und weinte laut vor Freude."
joy,"Then he dismounted and took her in his arms; and she kissed him, and said, ""Now you have indeed set me free, and tomorrow we will celebrate our marriage.""","Dann stieg er ab und nahm sie in seine Arme; und sie küsste ihn und sagte: ""Nun hast du mich wirklich befreit, und morgen werden wir unsere Hochzeit feiern."""
fear,"There was once a miller who had one beautiful daughter, and as she was grown up, he was anxious that she should be well married and provided for.","Es war einmal ein Müller, der hatte eine schöne Tochter, und als sie erwachsen war, wollte er, dass sie gut verheiratet und versorgt war."
sadness,But the girl did not care for the man as a girl ought to care for her betrothed husband.,"Aber das Mädchen kümmerte sich nicht um den Mann, wie ein Mädchen sich um ihren verlobten Ehemann kümmern sollte."
fear,"When Sunday came, and it was time for the girl to start, a feeling of dread came over her which she could not explain, and that she might be able to find her path again, she filled her pockets with peas and lentils to sprinkle on the ground as she went along.","Als der Sonntag kam und es Zeit für das Mädchen war aufzubrechen, überkam sie eine Angst, die sie sich nicht erklären konnte, und damit sie ihren Weg vielleicht wiederfinde, füllte sie ihre Taschen mit Erbsen und Linsen zum Bestreuen den Boden, als sie weiterging."
sadness,"""Ah, you poor child,"" answered the old woman, ""what a place for you to come to!","„Ach, du armes Kind,“ antwortete die Alte, „was für ein Ort für dich!"
sadness,"If I did not take pity on you and save you, you would be lost.""","Wenn ich mich deiner nicht erbarmen und dich retten würde, wärst du verloren."""
fear,"The poor betrothed girl crouched trembling and shuddering behind the cask, for she saw what a terrible fate had been intended for her by the robbers.","Die arme Verlobte kauerte zitternd und schaudernd hinter dem Fass, denn sie sah, welch schreckliches Schicksal ihr die Räuber zugedacht hatten."
fear,"She was obliged to step over the bodies of the sleepers, who were lying close together, and every moment she was filled with renewed dread lest she should awaken them.","Sie musste über die dicht beieinander liegenden Leiber der Schläfer steigen, und jeden Augenblick wurde sie von neuer Angst erfüllt, sie könnte sie wecken."
fear,"The bridegroom, who during this recital had grown deadly pale, up and tried to escape, but the guests seized him and held him fast.","Der Bräutigam, der bei diesem Vortrag totenbleich geworden war, stand auf und versuchte zu fliehen, aber die Gäste packten ihn und hielten ihn fest."
joy,"The huntsman thanked her, and thought to himself, ""If all this does happen, it will be a fine thing for me.""","Der Jäger bedankte sich und dachte bei sich: ""Wenn das alles geschieht, wird es mir gut gehen."""
sadness,"""Alas! dear sir,"" said she, ""yonder lies the granite rock where all the costly diamonds grow, and I want so much to go there, that whenever I think of it I cannot help being sorrowful, for who can reach it? only the birds and the flies--man cannot.""","„Ach, mein lieber Herr,“ sagte sie, „dort drüben liegt der Granitfelsen, wo all die kostbaren Diamanten wachsen, und ich möchte so sehr dorthin gehen, dass ich jedes Mal, wenn ich daran denke, traurig bin, denn wer kann ihn erreichen? nur die Vögel und die Fliegen – der Mensch kann es nicht.“"
joy,The diamonds glittered so on all sides that they were delighted with the sight and picked up the finest.,"Die Diamanten glitzerten so von allen Seiten, dass sie sich über den Anblick freuten und die feinsten aufhoben."
sadness,"When he awoke and found that his lady had tricked him, and left him alone on the wild rock, he said, ""Alas! what roguery there is in the world!"" and there he sat in great grief and fear, not knowing what to do.","Als er aufwachte und feststellte, dass seine Dame ihn ausgetrickst und ihn allein auf dem wilden Felsen zurückgelassen hatte, sagte er: „Ach! und da saß er in großer Trauer und Angst und wusste nicht, was er tun sollte."
joy,"However, he still felt very hungry, and the salad tasted very nice; so he ate on till he came to another kind of salad, and scarcely had he tasted it when he felt another change come over him, and soon saw that he was lucky enough to have found his old shape again.","Er fühlte sich jedoch immer noch sehr hungrig, und der Salat schmeckte sehr gut; so aß er weiter, bis er zu einer anderen Salatsorte kam, und kaum hatte er davon gekostet, fühlte er eine andere Veränderung über ihn kommen und sah bald, dass er das Glück hatte, seine alte Form wiedergefunden zu haben."
sadness,"And the beautiful young lady fell upon her knees before him, and said, ""O dearest huntsman! forgive me all the ill I have done you; my mother forced me to it, it was against my will, for I always loved you very much.","Und das schöne Fräulein fiel vor ihm auf die Knie und sprach: „O liebster Jäger! vergib mir alles Übel, das ich dir angetan habe; meine Mutter hat mich dazu gezwungen, es war gegen meinen Willen, denn ich habe dich immer sehr geliebt ."
joy,"So they were married, and lived together very happily till they died.","So heirateten sie und lebten sehr glücklich zusammen, bis sie starben."
fear,"Each wanted to be first at drawing the water, and so they were in such a hurry that all let their pitchers fall into the well, and they stood very foolishly looking at one another, and did not know what to do, for none dared go home.","Jeder wollte der erste beim Wasserschöpfen sein, und so hatten sie es so eilig, dass alle ihre Krüge in den Brunnen fallen ließen, und sie standen sehr töricht da und sahen einander an und wussten nicht, was sie tun sollten, denn keiner wagte es zu gehen Heimat."
sadness,"Then she was much grieved, and went to her father and mother, and asked if she had any brothers, and what had become of them.","Da war sie sehr betrübt und ging zu ihrem Vater und ihrer Mutter und fragte, ob sie Brüder habe und was aus ihnen geworden sei."
sadness,"So they dared no longer hide the truth from her, but said it was the will of Heaven, and that her birth was only the innocent cause of it; but the little girl mourned sadly about it every day, and thought herself bound to do all she could to bring her brothers back; and she had neither rest nor ease, till at length one day she stole away, and set out into the wide world to find her brothers, wherever they might be, and free them, whatever it might cost her.","So wagten sie es nicht länger, ihr die Wahrheit zu verschweigen, sondern sagten, es sei der Wille des Himmels, und ihre Geburt sei nur die unschuldige Ursache dafür; aber das kleine Mädchen trauerte jeden Tag traurig darüber und hielt sich für verpflichtet, alles zu tun, um ihre Brüder zurückzubringen; und sie hatte weder Ruhe noch Ruhe, bis sie sich schließlich eines Tages davonstahl und in die weite Welt hinauszog, um ihre Brüder zu finden, wo immer sie auch sein mochten, und sie zu befreien, was immer es sie kosten würde."
joy,"When the little girl heard this (for she stood behind the door all the time and listened), she ran forward, and in an instant all the ravens took their right form again; and all hugged and kissed each other, and went merrily home.","Als das kleine Mädchen das hörte (denn sie stand die ganze Zeit hinter der Tür und lauschte), lief sie vorwärts, und im Nu nahmen alle Raben wieder ihre richtige Gestalt an; und alle umarmten und küssten sich und gingen fröhlich nach Hause."
fear,"At length she became uneasy, and wakened the boy, and asked: ""Do you know where my husband is?","Endlich wurde sie unruhig, weckte den Jungen und fragte: „Weißt du, wo mein Mann ist?"
joy,"Ah! now I know what it is to shudder!""","Ah! jetzt weiß ich, was es ist zu schaudern!"""
sadness,"""The old woman has destroyed all my brethren in fire and smoke; she seized sixty of them at once, and took their lives.","„Die alte Frau hat alle meine Brüder in Feuer und Rauch vernichtet, sechzig von ihnen hat sie auf einmal gepackt und ihnen das Leben genommen."
fear,"But when she had reached the middle, and heard the water rushing beneath her, she was after all, afraid, and stood still, and ventured no farther.","Aber als sie die Mitte erreicht hatte und das Wasser unter sich rauschen hörte, fürchtete sie sich doch, blieb stehen und wagte sich nicht weiter."
joy,"The bean thanked him most prettily, but as the tailor used black thread, all beans since then have a black seam.","Die Bohne bedankte sich aufs Schönste, aber da der Schneider schwarzes Garn benutzte, haben seitdem alle Bohnen einen schwarzen Saum."
sadness,"The youth wandered on, and after some time came to a fortress where he begged for a night""s lodging.","Der Jüngling wanderte weiter und kam nach einiger Zeit zu einer Festung, wo er um ein Nachtquartier bat."
sadness,"He listened to them, and when he became aware of what they were saying, he grew very thoughtful and sad.","Er hörte ihnen zu, und als ihm bewusst wurde, was sie sagten, wurde er sehr nachdenklich und traurig."
sadness,"Because I am beginning to grow old, and had rather lie at my ease by the fire than run about the house after the mice, my mistress laid hold of me, and was going to drown me; and though I have been lucky enough to get away from her, I do not know what I am to live upon.""","Weil ich alt zu werden beginne und lieber gemütlich am Feuer liegen wollte, als im Haus den Mäusen nachzurennen, hat mich meine Herrin ergriffen und wollte mich ertränken; und obwohl ich das Glück hatte, von ihr wegzukommen, weiß ich nicht, wovon ich leben soll."
joy,"""Oh,"" said the ass, ""by all means go with us to the great city; you are a good night singer, and may make your fortune as a musician.""","""Ach"", sagte der Esel, ""geh unbedingt mit uns in die große Stadt; du bist ein Gute-Nacht-Sänger und kannst als Musiker dein Glück machen."""
joy,"The cat was pleased with the thought, and joined the party.",Die Katze freute sich über den Gedanken und schloss sich der Party an.
joy,"""With all my heart,"" said the cock: so they all four went on jollily together.","""Von ganzem Herzen"", sagte der Hahn: so machten sie alle vier fröhlich miteinander weiter."
surprise,"""Why, I see a table spread with all kinds of good things, and robbers sitting round it making merry.""","""Nun, ich sehe einen Tisch, der mit allerlei guten Dingen gedeckt ist, und Räuber, die darum sitzen und sich lustig machen."""
joy,"The coast once clear, our travellers soon sat down and dispatched what the robbers had left, with as much eagerness as if they had not expected to eat again for a month.","Sobald die Küste klar war, setzten sich unsere Reisenden bald hin und erledigten, was die Räuber zurückgelassen hatten, mit so viel Eifer, als hätten sie einen Monat lang nicht damit gerechnet, wieder etwas zu essen."
joy,"After this the robbers never dared to go back to the house; but the musicians were so pleased with their quarters that they took up their abode there; and there they are, I dare say, at this very day.","Danach wagten die Räuber nicht mehr, zum Haus zurückzukehren; aber die Musiker waren mit ihrem Quartier so zufrieden, dass sie dort ihren Wohnsitz nahmen; und da sind sie, ich wage zu sagen, noch heute."
fear,"But whilst they were getting all ready, they heard the trampling of a horse at a distance, which so frightened them that they pushed their prisoner neck and shoulders together into a sack, and swung him up by a cord to the tree, where they left him dangling, and ran away.","Aber während sie sich fertig machten, hörten sie in der Ferne das Trampeln eines Pferdes, das sie so erschreckte, dass sie Hals und Schultern ihres Gefangenen zu einem Sack zusammendrückten und ihn an einer Schnur zum Baum schwangen, wo sie gingen er baumelte und rannte weg."
surprise,"As soon as the man in the sack saw him passing under the tree, he cried out, ""Good morning! good morning to thee, my friend!""","Sobald der Mann im Sack ihn unter dem Baum vorbeigehen sah, rief er: ""Guten Morgen! Guten Morgen, mein Freund!"""
joy,"When the twelve princesses heard this they laughed heartily; and the eldest said, ""This fellow too might have done a wiser thing than lose his life in this way!""","Als die zwölf Prinzessinnen das hörten, lachten sie herzlich; und der Älteste sagte: ""Auch dieser Bursche hätte etwas Klügeres tun können, als sein Leben auf diese Weise zu verlieren!"""
joy,"Then they rose up and opened their drawers and boxes, and took out all their fine clothes, and dressed themselves at the glass, and skipped about as if they were eager to begin dancing.","Dann standen sie auf und öffneten ihre Schubladen und Kisten und holten all ihre schönen Kleider heraus und kleideten sich an der Glasscheibe und hüpften herum, als ob sie begierig darauf wären, mit dem Tanzen zu beginnen."
fear,"But the youngest said, ""I don""t know how it is, while you are so happy I feel very uneasy; I am sure some mischance will befall us.""","Aber der Jüngste sagte: „Ich weiß nicht, wie es ist, während du so glücklich bist, wird mir ganz unwohl; Ich bin mir sicher, dass uns ein Unglück widerfahren wird."""
fear,"The soldier saw them going down through the trap-door one after another, the eldest leading the way; and thinking he had no time to lose, he jumped up, put on the cloak which the old woman had given him, and followed them; but in the middle of the stairs he trod on the gown of the youngest princess, and she cried out to her sisters, ""All is not right; someone took hold of my gown.""","Der Soldat sah sie einer nach dem anderen durch die Falltür hinuntergehen, der Älteste vorangehend; und weil er dachte, er habe keine Zeit zu verlieren, sprang er auf, zog den Umhang an, den ihm die alte Frau gegeben hatte, und folgte ihnen; aber mitten auf der Treppe trat er auf das Kleid der jüngsten Prinzessin, und sie rief zu ihren Schwestern: ""Es ist nicht alles in Ordnung; jemand hat mein Kleid ergriffen."""
fear,"Then the youngest daughter said again, ""I am sure all is not right--did not you hear that noise?","Da sagte die jüngste Tochter wieder: „Ich bin sicher, es ist nicht alles in Ordnung – hast du das Geräusch nicht gehört?"
fear,"And the soldier broke a branch from each; and every time there was a loud noise, which made the youngest sister tremble with fear; but the eldest still said, it was only the princes, who were crying for joy.","Und der Soldat brach von jedem einen Zweig ab; und jedes Mal gab es ein lautes Geräusch, das die jüngste Schwester vor Angst erzittern ließ; aber der Älteste sagte noch, es seien nur die Fürsten, die vor Freude weinten."
fear,"At this, too, the youngest sister was terribly frightened, but the eldest always silenced her.","Auch darüber erschrak die jüngste Schwester furchtbar, aber die älteste brachte sie immer zum Schweigen."
sadness,"The son was in such trouble that he did not think what he was doing, and said: ""Yes, dear father, your will shall be done,"" and thereupon the king shut his eyes, and died.","Der Sohn war so in Bedrängnis, dass er nicht dachte, was er tat, und sagte: ""Ja, lieber Vater, dein Wille soll geschehen"", und darauf schloß der König seine Augen und starb."
sadness,"His first betrothed heard of this, and fretted so much about his faithfulness that she nearly died.","Seine erste Verlobte hörte davon und ärgerte sich so sehr über seine Treue, dass sie fast starb."
fear,"The king thought something had happened to his dear huntsman, ran up to him, wanted to help him, and drew his glove off.","Der König dachte, seinem lieben Jäger sei etwas zugestoßen, lief auf ihn zu, wollte ihm helfen und zog seinen Handschuh aus."
joy,"Then his heart was so touched that he kissed her, and when she opened her eyes he said: ""You are mine, and I am yours, and no one in the world can alter that.""","Da war sein Herz so gerührt, dass er sie küsste, und als sie die Augen öffnete, sagte er: „Du bist mein, und ich bin dein, und niemand auf der Welt kann das ändern.“"
joy,"The giant took the trunk on his shoulder, but the tailor seated himself on a branch, and the giant, who could not look round, had to carry away the whole tree, and the little tailor into the bargain: he behind, was quite merry and happy, and whistled the song: ""Three tailors rode forth from the gate,"" as if carrying the tree were child""s play.","Der Riese nahm den Stamm auf seine Schulter, aber der Schneider setzte sich auf einen Ast, und der Riese, der sich nicht umsehen konnte, musste den ganzen Baum wegtragen, und das Schneiderlein obendrein: der dahinter war ganz lustig und glücklich und pfiff das Lied: ""Drei Schneider ritten aus dem Tor"", als wäre das Tragen des Baumes ein Kinderspiel."
fear,"But he did not venture to give him his dismissal, for he dreaded lest he should strike him and all his people dead, and place himself on the royal throne.","Aber er wagte nicht, ihn zu entlassen, denn er fürchtete, er könnte ihn und sein ganzes Volk totschlagen und sich auf den königlichen Thron setzen."
sadness,"His sons were very much grieved at their father""s sickness; and as they were walking together very mournfully in the garden of the palace, a little old man met them and asked what was the matter.","Seine Söhne waren sehr betrübt über die Krankheit ihres Vaters; und als sie sehr traurig zusammen im Garten des Schlosses spazieren gingen, kam ihnen ein kleiner alter Mann entgegen und fragte, was los sei."
sadness,"They told him that their father was very ill, and that they were afraid nothing could save him.","Sie sagten ihm, ihr Vater sei sehr krank und sie hätten Angst, dass ihn nichts retten könne."
fear,"Then he sprang from the couch dreadfully frightened, ran to the well, filled a cup that was standing by him full of water, and hastened to get away in time.","Da sprang er fürchterlich erschrocken vom Lager auf, lief zum Brunnen, füllte einen neben ihm stehenden Becher mit Wasser und beeilte sich, rechtzeitig davonzukommen."
joy,"""He is still alive,"" said the huntsman; ""and I am glad that I had pity on him, but let him go in peace, and brought home his royal coat.""","""Er lebt noch"", sagte der Jäger; ""und ich bin froh, dass ich Mitleid mit ihm hatte, ihn aber in Frieden gehen ließ und seinen königlichen Mantel nach Hause brachte."""
joy,"At this the king was overwhelmed with joy, and made it known thoughout all his kingdom, that if his son would come back to his court he would forgive him.","Darüber war der König von Freude überwältigt und ließ in seinem ganzen Königreich verkünden, dass er ihm verzeihen würde, wenn sein Sohn an seinen Hof zurückkäme."
joy,"So he journeyed on, thinking of her all the way, and rode so quickly that he did not even see what the road was made of, but went with his horse straight over it; and as he came to the gate it flew open, and the princess welcomed him with joy, and said he was her deliverer, and should now be her husband and lord of the kingdom.","So reiste er weiter, den ganzen Weg an sie denkend, und ritt so schnell, dass er nicht einmal sah, woraus der Weg gemacht war, sondern mit seinem Pferd direkt darüber fuhr; und als er zum Tor kam, flog es auf, und die Prinzessin begrüßte ihn mit Freude und sagte, er sei ihr Befreier und sollte jetzt ihr Ehemann und Herr des Königreichs sein."
joy,"And now the old king gathered together his court, and asked all his kingdom to come and celebrate the wedding of his son and the princess.","Und nun versammelte der alte König seinen Hof und bat sein ganzes Königreich, zu kommen und die Hochzeit seines Sohnes und der Prinzessin zu feiern."
joy,"And young and old, noble and squire, gentle and simple, came at once on the summons; and among the rest came the friendly dwarf, with the sugarloaf hat, and a new scarlet cloak.","Und Jung und Alt, Edel und Knappe, sanft und einfach, kamen sofort auf die Vorladung; und unter den anderen kam der freundliche Zwerg mit dem Zuckerhut und einem neuen scharlachroten Umhang."
joy,"And all the good people they danced and they sung, And feasted and frolick""d I can""t tell how long.","Und all die guten Leute, die sie getanzt und gesungen haben, und geschlemmt und herumgetollt sind, ich weiß nicht, wie lange."
joy,"But when he saw it he could not deny himself the pleasure of tasting it, so he cut of a little bit and put it into his mouth.","Aber als er es sah, konnte er sich das Vergnügen nicht verkneifen, es zu probieren, also schnitt er ein kleines Stück ab und steckte es in seinen Mund."
fear,In his trouble and fear he went down into the courtyard and took thought how to help himself out of his trouble.,"In seiner Not und Angst ging er in den Hof hinunter und überlegte, wie er sich aus seiner Not helfen könnte."
sadness,"They were telling one another of all the places where they had been waddling about all the morning, and what good food they had found; and one said in a pitiful tone: ""Something lies heavy on my stomach; as I was eating in haste I swallowed a ring which lay under the queen""s window.""","Sie erzählten einander von all den Orten, wo sie den ganzen Morgen herumgewatscht waren, und was für gutes Essen sie gefunden hatten; und einer sagte in kläglichem Ton: ""Etwas liegt mir schwer im Magen; als ich in Eile aß, verschluckte ich einen Ring, der unter dem Fenster der Königin lag."""
joy,"They leapt with delight, put out their heads, and cried to him: ""We will remember you and repay you for saving us!""","Sie sprangen vor Entzücken, streckten die Köpfe aus und riefen ihm zu: ""Wir werden uns an dich erinnern und dich dafür zurückzahlen, dass du uns gerettet hast!"""
joy,"Then they came hopping up to it, satisfied their hunger, and cried: ""We will remember you--one good turn deserves another!""","Dann kamen sie darauf zugesprungen, stillten ihren Hunger und riefen: ""Wir werden uns an dich erinnern - eine gute Wendung verdient die andere!"""
sadness,"All the people grieved for the handsome youth; then they went away, leaving him alone by the sea.",Alle Leute trauerten um den schönen Jüngling; dann gingen sie weg und ließen ihn allein am Meer zurück.
joy,Full of joy he took it to the king and expected that he would grant him the promised reward.,"Voller Freude brachte er es zum König und erwartete, dass dieser ihm die versprochene Belohnung gewähren würde."
sadness,"The youth sat down in the garden and considered how it might be possible to perform this task, but he could think of nothing, and there he sat sorrowfully awaiting the break of day, when he should be led to death.","Der Jüngling setzte sich in den Garten und überlegte, wie es möglich sein könnte, diese Aufgabe zu erfüllen, aber ihm fiel nichts ein, und da saß er und wartete traurig auf den Tagesanbruch, an dem er zum Tode geführt werden sollte."
joy,"The youth, full of joy, set out homewards, and took the Golden Apple to the king""s beautiful daughter, who had now no more excuses left to make.","Voller Freude machte sich der Jüngling auf den Heimweg und brachte den goldenen Apfel der schönen Tochter des Königs, die nun keine Ausreden mehr übrig hatte."
joy,"They cut the Apple of Life in two and ate it together; and then her heart became full of love for him, and they lived in undisturbed happiness to a great age.","Sie schnitten den Apfel des Lebens in zwei Teile und aßen ihn zusammen; und dann wurde ihr Herz voller Liebe zu ihm, und sie lebten in ungestörter Glückseligkeit bis in ein hohes Alter."
fear,"The willow-wren with his army also came flying through the air with such a humming, and whirring, and swarming that every one was uneasy and afraid, and on both sides they advanced against each other.","Auch der Weidenzaunkönig mit seinem Heer kam durch die Luft geflogen mit einem solchen Summen und Schwirren und Schwärmen, dass alle unruhig und ängstlich wurden und von beiden Seiten gegeneinander vorgingen."
joy,"There was once upon a time an old goat who had seven little kids, and loved them with all the love of a mother for her children.","Es war einmal eine alte Ziege, die hatte sieben kleine Zicklein und liebte sie mit der ganzen Liebe einer Mutter für ihre Kinder."
joy,"Then the old one bleated, and went on her way with an easy mind.",Da meckerte die Alte und ging unbekümmert weiter.
fear,"Then the miller was afraid, and made his paws white for him.",Da fürchtete sich der Müller und machte ihm seine Pfoten weiß.
fear,They were terrified and wanted to hide themselves.,Sie hatten Angst und wollten sich verstecken.
surprise,Ah! what a sight she saw there!,Ah! Was für ein Anblick sah sie dort!
sadness,Then you may imagine how she wept over her poor children.,"Dann können Sie sich vorstellen, wie sie um ihre armen Kinder weinte."
sadness,"At length in her grief she went out, and the youngest kid ran with her.","Schließlich ging sie in ihrem Kummer hinaus, und das jüngste Kind lief mit ihr."
