label,content
fear,"The willow-wren with his army also came flying through the air with such a humming, and whirring, and swarming that every one was uneasy and afraid, and on both sides they advanced against each other."
joy,"There was once upon a time an old goat who had seven little kids, and loved them with all the love of a mother for her children."
joy,"Then the old one bleated, and went on her way with an easy mind."
fear,"Then the miller was afraid, and made his paws white for him."
fear,They were terrified and wanted to hide themselves.
surprise,Ah! what a sight she saw there!
sadness,Then you may imagine how she wept over her poor children.
sadness,"At length in her grief she went out, and the youngest kid ran with her."
surprise,"""Ah, heavens,"" she said, ""is it possible that my poor children whom he has swallowed down for his supper, can be still alive?"""
joy,What rejoicing there was!
joy,"They embraced their dear mother, and jumped like a tailor at his wedding."
joy,"When the seven kids saw that, they came running to the spot and cried aloud: ""The wolf is dead!"
joy,"The wolf is dead!"" and danced for joy round about the well with their mother."
sadness,"""How lonely it is, wife,"" said he, as he puffed out a long curl of smoke, ""for you and me to sit here by ourselves, without any children to play about and amuse us while other people seem so happy and merry with their children!"""
sadness,"""What you say is very true,"" said the wife, sighing, and turning round her wheel; ""how happy should I be if I had but one child!"
joy,"So they said, ""Well, we cannot say we have not got what we wished for, and, little as he is, we will love him dearly."""
surprise,"When the time came the mother harnessed the horse to the cart, and put Tom into his ear; and as he sat there the little man told the beast how to go, crying out, ""Go on!"" and ""Stop!"" as he wanted: and thus the horse went on just as well as if the woodman had driven it himself into the wood."
joy,"""Good night, my masters!"" said he, ""I""m off! mind and look sharp after me the next time."""
surprise,"He still, however, slept on, and did not awake till he found himself in the mouth of the cow; for the cook had put the hay into the cow""s rick, and the cow had taken Tom up in a mouthful of it."
fear,"But he soon found out where he really was; and was forced to have all his wits about him, that he might not get between the cow""s teeth, and so be crushed to death."
fear,"""It is rather dark,"" said he; ""they forgot to build windows in this room to let the sun in; a candle would be no bad thing."""
surprise,"A hungry wolf sprang out, and swallowed up the whole stomach, with Tom in it, at one gulp, and ran away."
joy,"And his father said, ""Heaven be praised! we have found our dear child again""; and he told his wife not to use the scythe for fear she should hurt him."
joy,"Then he aimed a great blow, and struck the wolf on the head, and killed him on the spot! and when he was dead they cut open his body, and set Tommy free."
joy,"""Ah!"" said the father, ""what fears we have had for you!"""
joy,"""Yes, father,"" answered he; ""I have travelled all over the world, I think, in one way or other, since we parted; and now I am very glad to come home and get fresh air again."""
joy,"""Well,"" said they, ""you are come back, and we will not sell you again for all the riches in the world."""
joy,"Then they hugged and kissed their dear little son, and gave him plenty to eat and drink, for he was very hungry; and then they fetched new clothes for him, for his old ones had been quite spoiled on his journey."
joy,"So Master Thumb stayed at home with his father and mother, in peace; for though he had been so great a traveller, and had done and seen so many fine things, and was fond enough of telling the whole story, he always agreed that, after all, there""s no place like HOME!"
fear,"""It is very unpleasant, I am afraid of the police,"" said Pickles."
fear,"""I am dreadfully afraid it WILL be mouse!"" said Duchess to herself--""I really couldn't, COULDN'T eat mouse pie."
joy,"""Quite well, I thank you, and how do YOU do, my dear Ribby?"" said Duchess."
joy,"""I've brought you some flowers; what a delicious smell of pie!"""
joy,"""Oh, what lovely flowers!"
fear,"Oh, my dear Ribby, I do feel so ill!"""
fear,"""Oh I do feel so ill ALL OVER me, my dear Ribby."""
fear,"But while Ribby had been hunting for the doctor--a curious thing had happened to Duchess, who had been left by herself, sitting before the fire, sighing and groaning and feeling very unhappy."
surprise,"""How COULD I have swallowed it! such a large thing as a patty-pan!"""
sadness,"She sat down again, and stared mournfully at the grate."
surprise,Duchess started!
joy,"""I am truly glad to hear it!"
joy,"Ribby and Duchess said good-bye affectionately, and Duchess started home."
surprise,"Ribby stared with amazement-- ""Did you ever see the like! so there really WAS a patty-pan?"
fear,Mrs. Tabitha became more and more distracted and mewed dreadfully.
fear,"But just at that moment somebody knocked at the front door, and Moppet jumped into the flour barrel in a fright."
fear,Mittens ran away to the dairy and hid in an empty jar on the stone shelf where the milk pans stand.
sadness,"I'm in sad trouble, Cousin Ribby,"" said Tabitha, shedding tears."
surprise,"""The chimney wants sweeping-- Oh, dear me, Cousin Ribby--now Moppet and Mittens are gone!"
sadness,"""Yes, it is infested with rats,"" said Tabitha tearfully."
fear,She seemed to be in a terrible fright.
fear,"""Oh, Mother, Mother!"" said Mittens--"
fear,"""Oh!"
fear,"Oh, my poor son Thomas!"" exclaimed Tabitha, wringing her paws."
fear,Tom Kitten was getting very frightened!
fear,"There was less smoke, but Tom Kitten felt quite lost."
fear,I wish I had never come!
fear,"While Tom Kitten was left alone under the floor of the attic, he wriggled about and tried to mew for help."
fear,Tom Kitten wriggled and squirmed until he was quite exhausted.
surprise,"Anna Maria was about to argue the point when all at once there began to be other sounds up above--the rasping noise of a saw, and the noise of a little dog, scratching and yelping!"
sadness,It feels sad.
surprise,And then all of a sudden--Miss Moppet jumps upon the Mouse!
surprise,But she forgot about that hole in the duster; and when she untied it-- there was no Mouse!
joy,He has wriggled out and run away; and he is dancing a jig on top of the cupboard!
sadness,"The tailor replied: ""Simpkin, we shall make our fortune, but I am worn to a ravelling."
surprise,"Then the tailor started; for suddenly, interrupting him, from the dresser at the other side of the kitchen came a number of little noises--"
surprise,"""This is passing extraordinary!"" said the Tailor of Gloucester, and turned over another tea-cup, which was upside down."
sadness,"""Alack, I am undone!"" said the Tailor of Gloucester, and went sadly to bed."
sadness,"The poor old tailor was very ill with a fever, tossing and turning in his four-post bed; and still in his dreams he mumbled: ""No more twist! no more twist!"""
joy,"The little mice only laughed, and tried another tune--"
sadness,"""Alack,"" said the tailor, ""I have my twist; but no more strength--nor time--than will serve to make me one single buttonhole; for this is Christmas Day in the Morning!"
fear,Peter did not seem to be enjoying himself; he kept hearing noises.
joy,"Benjamin, on the contrary, was perfectly at home, and ate a lettuce leaf."
fear,Peter did not eat anything; he said he should like to go home.
fear,Peter heard noises worse than ever; his eyes were as big as lolly-pops!
surprise,The cat was too much surprised to scratch back.
surprise,When Mr. McGregor returned about half an hour later he observed several things which perplexed him.
joy,She rather fancied a tree stump amongst some tall foxgloves.
surprise,"But--seated upon the stump, she was startled to find an elegantly dressed gentleman reading a newspaper."
surprise,Jemima Puddle-duck was rather surprised to find such a vast quantity of feathers.
joy,The foxy gentleman admired them immensely.
surprise,When Jemima alighted he quite jumped.
fear,Jemima became much alarmed.
joy,"""What a mercy that was not a pike!"" said Mr. Jeremy Fisher."
sadness,"One day little Lucie came into the farm-yard crying--oh, she did cry so!"
fear,"A little frightened voice called out ""Who's that?"""
fear,"There was a nice hot singey smell; and at the table, with an iron in her hand, stood a very stout short person staring anxiously at Lucie."
surprise,"Her little black nose went sniffle, sniffle, snuffle, and her eyes went twinkle, twinkle; and underneath her cap-where Lucie had yellow curls-that little person had PRICKLES!"
joy,"""Oh that IS lovely!"" said Lucie."
joy,And she gave them their nice clean clothes; and all the little animals and birds were so very much obliged to dear Mrs. Tiggy-winkle.
joy,"He was sitting all over a small rocking chair, twiddling his thumbs and smiling, with his feet on the fender."
joy,"""Thank you, thank you, thank you, Mrs. Tittlemouse!"
joy,"He sat and smiled, and the water dripped off his coat tails."
joy,"""Thank you, thank you, Mrs. Tittlemouse!"
joy,"""Thank you, thank you, thank you, Mrs. Tittlemouse!"
joy,"Now what I really--REALLY should like-- would be a little dish of honey!"""
joy,Old Mr. Bouncer coughed and laughed; and Tommy Brock puffed and grinned.
joy,"And Mr. Bouncer laughed and coughed, and shut his eyes because of the cabbage smoke .........."
fear,"He had nodded, and pointed to the sack, and seemed doubled up with laughing.--""Come away, Peter; he will be cooking them; come quicker!"" said Benjamin Bunny."
fear,"When they came near the wood at the top of Bull Banks, they went cautiously."
fear,"The rabbits crept up carefully, listening and peeping."
fear,The rabbits shivered in their shoes.
surprise,The young family were alive; shut up in the oven!
joy,"Benjamin was so excited that it was a mercy he did not awake Tommy Brock, whose snores continued solemnly in Mr. Tod's bed."
fear,Then those two rabbits lost their heads completely.
joy,"The moment he had gone, Tommy Brock got up in a hurry; he rolled Mr. Tod's dressing-gown into a bundle, put it into the bed beneath the pail of water instead of himself, and left the room also-- grinning immensely."
surprise,"At last the rope gave way with such a sudden jerk that it nearly pulled his teeth out, and quite knocked him over backwards."
joy,He was quite dry himself and grinning; and he threw the cup of scalding tea all over Mr. Tod.
fear,"They crept out of their tunnel, and hung about amongst the rocks and bushes, listening anxiously."
fear,The rabbit babies in the oven woke up trembling; perhaps it was fortunate they were shut up inside.
fear,But Benjamin was frightened--
fear,"""Oh; oh! they are coming back!"""
fear,"In Mr. Tod's kitchen, amidst the wreckage, Benjamin Bunny picked his way to the oven nervously, through a thick cloud of dust."
joy,Great was old Mr. Bouncer's relief and Flopsy's joy when Peter and Benjamin arrived in triumph with the young family.
surprise,"But round the end of a cucumber frame, whom should he meet but Mr. McGregor!"
fear,"Peter was most dreadfully frightened; he rushed all over the garden, for he had forgotten the way back to the gate."
sadness,"Peter gave himself up for lost, and shed big tears; but his sobs were overheard by some friendly sparrows, who flew to him in great excitement, and implored him to exert himself."
fear,"Peter sat down to rest; he was out of breath and trembling with fright, and he had not the least idea which way to go."
sadness,Peter began to cry.
joy,"The eight little pigs had very fine appetites--""Yus, yus, yus! they eat and indeed they DO eat!"" said Aunt Pettitoes, looking at her family with pride."
fear,Suddenly there were fearful squeals; Alexander had squeezed inside the hoops of the pig trough and stuck.
sadness,"Aunt Pettitoes wiped her eyes with a large pocket handkerchief, then she wiped Pigling Bland's nose and shed tears; then she wiped Alexander's nose and shed tears; then she passed the handkerchief to Spot."
sadness,"Aunt Pettitoes sighed and grunted, and addressed those little pigs as follows--"
sadness,"Pigling Bland who was a sedate little pig, looked solemnly at his mother, a tear trickled down his cheek."
joy,Alexander went into squeals of laughter.
joy,"But presently they made it up again, and trotted away together, singing--"
surprise,"Pigling Bland was shocked, there was little hope of sleeping in Market Town, and tomorrow was the hiring fair; it was deplorable to think how much time had been wasted by the frivolity of Alexander."
fear,"Pigling Bland became frightened and cried ""Wee, wee, wee!"
fear,"I can't find my way home!"""
sadness,"He saw a small wooden hut, made his way to it, and crept inside --""I am afraid it IS a hen house, but what can I do?"" said Pigling Bland, wet and cold and quite tired out."
fear,"Pigling Bland, much alarmed, determined to leave at daybreak."
joy,A perfectly lovely little black Berkshire pig stood smiling beside him.
fear,Pig-wig looked anxious.
surprise,"""I thought you had eaten them?"" said Pigling, waking suddenly."
sadness,"I have tooth- ache,"" said Pigling much dismayed."
fear,He was afraid to go to sleep himself; for the rest of the night he sat listening to the chirping of the crickets and to the snores of Mr. Piperson overhead.
joy,"She dropped Pigling's hand and commenced to dance, singing-- presently."
fear,"And in sight of the bridge!"" said poor Pigling, nearly crying."
joy,"They came to the river, they came to the bridge--they crossed it hand in hand--then over the hills and far away she danced with Pigling Bland!"
joy,"They had a large family, and they were very improvident and cheerful."
joy,The little Flopsy Bunnies slept delightfully in the warm sun.
joy,The little rabbits smiled sweetly in their sleep under the shower of grass; they did not awake because the lettuces had been so soporific.
surprise,What's that?
sadness,"Timmy coughed and groaned, because his ribs hurted him."
joy,It laughed and chuckled when it heard Timmy's story.
fear,"My wife will be anxious!"""
joy,"Chippy Hackee was not too fat, but he did not want to come; he stayed down below and chuckled."
fear,Chippy Hackee went home in a hurry!
surprise,They had very small eyes and looked surprised.
joy,Mittens laughed so that she fell off the wall.
joy,"""It's a very fine morning!"" said Mr. Drake Puddle-duck."
fear,Tom Thumb and Hunca Munca went cautiously across the hearthrug.
joy,Then they squeaked with joy!
